x,y
-0.9843999999999999,1.088
-1.0272715665664,1.0642086720000001
-1.0268830682337082,1.0624243118951573
-1.0260888245031374,1.0608372166811408
-1.0253114876941536,1.0592414284989586
-1.0245327492086536,1.0576458721586866
-1.0237533848853388,1.0560501685671575
-1.0229733612874716,1.0544543334665637
-1.0221926782481663,1.0528583663540085
-1.0214113342697504,1.0512622673760386
-1.020629327900788,1.0496660366557733
-1.0198466576830034,1.0480696743188616
-1.0190633221532333,1.0464731804925278
-1.0182793198433362,1.0448765553056192
-1.0174946492801709,1.0432797988886169
-1.0167093089855745,1.041682911373649
-1.0159232974763406,1.040085892894504
-1.0151366132641955,1.0384887435866434
-1.0143492548557762,1.0368914635872148
-1.0135612207526075,1.0352940530350656
-1.0127725094510789,1.0336965120707557
-1.0119831194424214,1.0320988408365717
-1.0111930492126846,1.0305010394765401
-1.010402297242713,1.0289031081364415
-1.0096108620081228,1.0273050469638234
-1.0088187419792776,1.0257068561080156
-1.008025935621266,1.024108535720143
-1.0072324413938767,1.02251008595314
-1.0064382577515745,1.0209115069617658
-1.0056433831434763,1.0193127989026176
-1.0048478160133278,1.0177139619341455
-1.0040515547994775,1.0161149962166673
-1.0032545979348528,1.0145159019123835
-1.0024569438469364,1.0129166791853914
-1.00165859095774,1.0113173282017012
-1.0008595376837803,1.00971784912925
-1.000059782436053,1.008118242137918
-0.9992593236200092,1.0065185073995435
-0.9984581596355284,1.0049186450879386
-0.9976562888768941,1.0033186553789042
-0.9968537097327673,1.0017185384502467
-0.9960504205861621,1.0001182944817935
-0.9952464198144182,0.9985179236554088
-0.9944417057891761,0.9969174261550104
-0.9936362768763503,0.9953168021665856
-0.9928301314361031,0.9937160518782074
-0.9920232678228184,0.9921151754800519
-0.9912156843850745,0.9905141731644141
-0.9904073794656179,0.9889130451257256
-0.9895983514013362,0.987311791560571
-0.9887885985232311,0.9857104126677053
-0.987978119156391,0.9841089086480713
-0.9871669116199638,0.982507279704817
-0.9863549742271295,0.980905526043313
-0.9855423052850721,0.9793036478711706
-0.9847289030949528,0.9777016453982593
-0.9839147659518803,0.9760995188367252
-0.9830998921448849,0.9744972684010088
-0.9822842799568882,0.9728948943078639
-0.9814679276646758,0.9712923967763756
-0.9806508335388686,0.9696897760279791
-0.9798329958438937,0.9680870322864789
