x,y
-1.1990000000000463,1.0009999999998864
-1.198000228388679,1.0019997903455287
-1.1970008388140372,1.0029992297629184
-1.1960019855078943,1.0039981762611812
-1.195003822917822,1.0049964874637975
-1.1940065053416369,1.0059940209384655
-1.1930101865669518,1.0069906345230522
-1.1920150195185446,1.0079861866451736
-1.1910211559161197,1.0089805366330602
-1.1900287459448549,1.0099735450155218
-1.1890379379409197,1.0109650738090061
-1.188048878093918,1.0119549867899529
-1.1870617101679493,1.0129431497508703
-1.186076575242721,1.0139294307387983
-1.1850936114758581,1.0149137002750708
-1.1841129538872857,1.015895831555542
-1.1831347341662726,1.0168757006306857
-1.1821590805014643,1.0178531865652274
-1.1811861174339644,1.0188281715771972
-1.1802159657332885,1.0198005411565108
-1.179248742295789,1.0207701841633965
-1.1782845600649439,1.0217369929071614
-1.1773235279727277,1.0227008632059629
-1.176365750901123,1.0236616944283887
-1.1754113296627071,1.0246193895177713
-1.1744603609991364,1.0255738550002633
-1.1735129375962752,1.0265250009777724
-1.172569148114657,1.0274727411069142
-1.171629077233927,1.028416992565176
-1.170692805709906,1.0293576760055037
-1.169760410442908,1.0302947155005213
-1.1688319645559755,1.0312280384775852
-1.1679075374817183,1.032157575645843
-1.1669871950564932,1.0330832609164313
-1.1660709996207173,1.0340050313169018
-1.1651590101241656,1.0349228269009043
-1.1642512822351812,1.0358365906541034
-1.163347868452793,1.036746268397232
-1.1624488182208168,1.0376518086871247
-1.1615541780430936,1.0385531627165
-1.1606639915990944,1.0394502842131927
-1.1597782998592023,1.040343129339471
-1.1588971411990552,1.0412316565919992
-1.1580205515124062,1.0421158267029518
-1.1571485643220316,1.0429956025427087
-1.1562812108882747,1.0438709490245173
-1.1554185203148872,1.044741833011436
-1.1545605196518758,1.0456082232258346
-1.1537072339951255,1.0464700901616684
-1.1528586865826136,1.047327405999705
-1.1520148988870742,1.0481801445258396
-1.1511758907050167,1.0490282810525962
-1.1503416802420348,1.0498717923438825
-1.1495122841943748,1.0507106565430362
-1.1486877178267627,1.0515448531041682
-1.1478679950465114,1.052374362726796
-1.1470531284739545,1.0531991672937313
-1.1462431295092674,1.0540192498121723
-1.1454380083957552,1.0548345943579396
-1.1446377742796978,1.0556451860227756
-1.143842435266855,1.0564510108646241
-1.1430519984757406,1.0572520558607943
-1.1422664700877818,1.05804830886391
-1.1414858553944873,1.0588397585605376
-1.1407101588417452,1.0596263944323834
-1.1399393840713798,1.0604082067199538
-1.139173533960093,1.0611851863885613
-1.1384126106559178,1.0619573250965673
-1.1376566156123087,1.0627246151657506
-1.1369055496199936,1.0634870495536912
-1.1361594128367078,1.064244621828062
